,userID,songID,playCount
0,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOAKIMP12A8C130995,1
1,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOAPDEY12A81C210A9,1
2,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBBMDR12A8C13253B,2
3,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBFNSP12AF72A0E22,1
4,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBFOVM12A58A7D494,1
5,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBNZDC12A6D4FC103,1
6,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBSUJE12A6D4F8CF5,2
7,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBVFZR12A6D4F8AE3,1
8,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBXALG12A8C13C108,1
9,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBXHDL12A81C204C0,1
10,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBYHAJ12A6701BF1D,1
11,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOCNMUH12A6D4F6E6D,1
12,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SODACBL12A8C13C273,1
13,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SODDNQT12A6D4F5F7E,5
14,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SODXRTY12AB0180F3B,1
15,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SODZWFT12A8C13C0E4,1
16,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOEGVZY12A58A7857E,1
17,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOEKWEA12A6D4F5DC3,1
18,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOEOBYG12A6D4F8AE2,1
19,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOEWFWM12A8C1308BA,1
20,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOFFJPX12A6D4F7456,1
21,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOFGUAY12AB017B0A8,1
22,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOFRQTD12A81C233C0,1
23,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOFTKSZ12A6D4F5DC5,1
24,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOFZFQU12A8C13CAB8,1
25,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOGJAOS12A6D4F7459,1
26,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOHQIAG12A8C136F64,1
27,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOHQWYZ12A6D4FA701,1
28,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOHQZCA12A6D4FB317,1
29,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOIAOBY12A8C13BF75,1
30,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOIQOQT12A8C136F96,1
31,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOISWBZ12A8C13C0F7,1
32,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOIYTOA12A6D4F9A23,1
33,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOIZAZL12A6701C53B,5
34,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOJNNUA12A8AE48C7A,1
35,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOJPFQG12A58A7833A,1
36,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOJTEDZ12A58A7CB3D,1
37,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOKRIMP12A6D4F5DA3,5
38,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOKSIKA12A6D4F5DC7,1
39,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOKUZGZ12A8C136F88,1
40,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOLFJVY12A6D4F9DCA,1
41,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOLGNOE12A8C139CA9,1
42,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOLLGNU12AF72A4D4F,1
43,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOLUHPJ12A8C13AB0F,1
44,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOLXHAI12A6D4FD6F3,1
45,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOMGIYR12AB0187973,6
46,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOMLMKI12A81C204BC,1
47,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOMSQJY12A8C138539,1
48,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOMZWUW12A8C1400BC,6
49,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SONKSNV12A58A7F654,2
50,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SONRXOY12AB0181E84,1
51,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SONSAEZ12A8C138D7A,1
52,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SONVJAW12A8C139EFB,1
53,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SONYTAN12A8C13BF88,1
54,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOOCURD12A81C21C23,5
55,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOOGGEX12A58A7DACF,1
56,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOOKGRB12A8C13CD66,1
57,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOOSIVQ12A6D4F8AE0,1
58,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOPBCSY12A6D4F5DC4,1
59,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOPCVQE12AC468AF36,1
60,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOPZAUC12A58A7DB24,1
61,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOQDBOA12A8C13E5E6,1
62,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOQEMEN12A8C13BF8B,1
63,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOQIVUD12AB01821D2,1
64,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOQJLDY12AAF3B456D,1
65,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOQLCKR12A81C22440,1
66,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOQMUDW12A58A7AF03,1
67,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORDDVI12A8C136F53,1
68,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORJNVW12A8C13BF90,1
69,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORPMYJ12AF729EB90,1
70,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORQHCG12A58A7EEBA,1
71,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORSAJY12A6D4F7457,1
72,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORUFVF12AB018230B,1
73,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORWLTW12A670208FA,1
74,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORZASF12A6D4F8CFA,2
75,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOSYBEV12AB0182933,1
76,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOTCPHF12A8C13BF9B,1
77,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOTFATN12A6D4FA74D,1
78,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOTGVEX12A8C136F82,1
79,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOTHMIK12A8C136FA1,1
80,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOTLVCL12AB0182D22,1
81,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOTRSFZ12A8C142BF6,1
82,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOUHNSN12A8C13C1A4,2
83,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOUKXIN12A8C133C7F,1
84,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOUQUBU12AF72A47B3,1
85,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOVAJXX12A8AE47D5C,1
86,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOVHRGF12A8C13852F,1
87,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOVQEYZ12A8C1379D8,1
88,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOVYIYI12A8C138D88,1
89,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOVZRXZ12A58A77A88,1
90,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOWEZSI12A81C21CE6,1
91,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOWMHHL12A8C14178E,1
92,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOWNDCE12A6D4FB304,1
93,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOWQLXP12AF72A08A2,1
94,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOWSPUS12AC468BEE3,1
95,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOXMIUS12A8C13CD59,1
96,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOXRXDG12A8C131DE5,1
97,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOXSPON12A6D4F5DC2,1
98,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOXZQDE12A8C135833,1
99,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOYHEPA12A8C13097F,8
100,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOYYWMD12A58A7BCC9,1
101,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOZGCUB12A8C133997,1
102,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOZOBWN12A8C130999,1
103,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOZZHXI12A8C13BF7D,1
104,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOACWYB12AF729E581,2
105,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOAUSXX12A8C136188,1
106,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOBVAHM12A8C13C4CB,1
107,85c1f87fea955d09b4bec2e36aee110927aedf9a,SODJTHN12AF72A8FCD,2
108,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOELXOV12A8C13616B,2
109,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOGGLLR12A8C13C471,2
110,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOHANDU12A8C13C47F,1
111,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOIDFHN12A8C13ABAC,2
112,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOJONCB12A8C13B8F5,3
113,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOJQTIA12AF729F6BF,2
114,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOKLBHE12A8C13B8FA,2
115,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOLEBXE12B0B8062D3,2
116,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOOSOJV12A8C13B8F2,1
117,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOQWKES12A8C136184,1
118,85c1f87fea955d09b4bec2e36aee110927aedf9a,SORKSWV12AF72A4DD7,1
119,85c1f87fea955d09b4bec2e36aee110927aedf9a,SORNOFK12AF72A0F50,1
120,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOTVFEF12AF729E6CE,3
121,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOTXQVF12A8C13ABBA,2
122,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOUOAUF12A58A7EC58,2
123,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOUSQUG12A8C13616F,2
124,85c1f87fea955d09b4bec2e36aee110927aedf9a,SOXRCLC12A8C136166,3
125,bd4c6e843f00bd476847fb75c47b4fb430a06856,SOBDRND12A8C13FD08,1
126,bd4c6e843f00bd476847fb75c47b4fb430a06856,SOCHBAJ12AAF3B3A4F,1
127,bd4c6e843f00bd476847fb75c47b4fb430a06856,SOCZTMT12AF72A078E,1
128,bd4c6e843f00bd476847fb75c47b4fb430a06856,SOHRQZQ12A6D4F81D2,1
129,bd4c6e843f00bd476847fb75c47b4fb430a06856,SOJGMYY12AB01809BE,2
130,bd4c6e843f00bd476847fb75c47b4fb430a06856,SOPTASI12AB0183185,2
131,bd4c6e843f00bd476847fb75c47b4fb430a06856,SOQFEDG12AB018DD24,1
132,bd4c6e843f00bd476847fb75c47b4fb430a06856,SOSOREL12AB01831EA,1
133,bd4c6e843f00bd476847fb75c47b4fb430a06856,SOVRZIX12AAF3B2A32,1
134,bd4c6e843f00bd476847fb75c47b4fb430a06856,SOWBXWN12AB01837CF,2
135,bd4c6e843f00bd476847fb75c47b4fb430a06856,SOZMJFG12AB017BDAF,1
136,8937134734f869debcab8f23d77465b4caaa85df,SOAFPAX12AB0187A17,6
137,8937134734f869debcab8f23d77465b4caaa85df,SOEBOAR12A6D4FD136,1
138,8937134734f869debcab8f23d77465b4caaa85df,SOFRDND12A58A7D6C5,5
139,8937134734f869debcab8f23d77465b4caaa85df,SOJCGJJ12A8AE48B5D,5
140,8937134734f869debcab8f23d77465b4caaa85df,SOJQOIK12AF72A0AAF,5
141,8937134734f869debcab8f23d77465b4caaa85df,SOLCKXH12A58A79553,5
142,8937134734f869debcab8f23d77465b4caaa85df,SOQTRKE12A6701C596,11
143,8937134734f869debcab8f23d77465b4caaa85df,SORXCYP12A6D4F96F6,5
144,8937134734f869debcab8f23d77465b4caaa85df,SOTUZXK12AB017BC50,5
145,8937134734f869debcab8f23d77465b4caaa85df,SOUHQXW12A8C13CAB5,5
